prodcom	prodcom_descr	cpa	cpa6	cpa6_descr	cpa5	cpa5_descr	class	class_descr	group	group_descr	division	division_descr	section	section_descr
14.19.12.90	Altri indumenti a maglia o uncinetto (corpini con maniche inclusi)	14.19.12	14.19.12	Tute  sportive,  combinazioni  da  sci  tipo  tuta  e  completi  da  sci,  costumi,  mutandine  e  slip  da  bagno;  altri  indumenti,  a maglia	14.19.1	Indumenti per neonati, tute sportive ed altri indumenti, accessori di abbigliamento e loro parti, a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.13.00	Guanti, muffole e mezzi guanti di materie tessili a maglia)	14.19.13	14.19.13	Guanti a maglia	14.19.1	Indumenti per neonati, tute sportive ed altri indumenti, accessori di abbigliamento e loro parti, a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.19.30	Scialli, sciarpe, sciarpette, mantiglie, veli e articoli simili di materie tessili a maglia	14.19.19	14.19.19	Altri accessori di abbigliamento confezionati e parti di indumenti o di accessori di abbigliamento, a maglia	14.19.1	Indumenti per neonati, tute sportive ed altri indumenti, accessori di abbigliamento e loro parti, a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.19.60	Accessori per abbigliamento e loro parti di materie tessili a maglia o uncinetto (guanti, muffole, scialli, gilet, sciarpe, sciarpette e veli esclusi)	14.19.19	14.19.19	Altri accessori di abbigliamento confezionati e parti di indumenti o di accessori di abbigliamento, a maglia	14.19.1	Indumenti per neonati, tute sportive ed altri indumenti, accessori di abbigliamento e loro parti, a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.21.50	Indumenti e accessori per  neonati di materie tessili, non a maglia o uncinetto (per bambini alti meno di 86 cm) (magliette, pagliaccetti,mutandine,tutine,guanti,muffole,mezzi guanti,maglieria esterna) (esclusi pannolini e articoli simili)	14.19.21	14.19.21	Indumenti ed accessori di abbigliamento per neonati, diversi da quelli a maglia	14.19.2	Indumenti per neonati, altri indumenti ed altri accessori di abbigliamento, diversi da quelli a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.22.10	Corpetti, tute sportive, tute da corsa e altri indumenti, n.c.a., da uomo o ragazzo (tute da sci escluse, non a maglia)	14.19.22	14.19.22	Tute  sportive,  combinazioni  da  sci  tipo  tuta  e  completi  da  sci,  costumi,  mutandine  e  slip  da  bagno;  altri  indumenti  in tessuto, diversi da quelli a maglia	14.19.2	Indumenti per neonati, altri indumenti ed altri accessori di abbigliamento, diversi da quelli a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.22.20	Corpetti, tute sportive, tute da corsa e altri indumenti, n.c.a., da donna o ragazza (tute da sci escluse, non a maglia)	14.19.22	14.19.22	Tute  sportive,  combinazioni  da  sci  tipo  tuta  e  completi  da  sci,  costumi,  mutandine  e  slip  da  bagno;  altri  indumenti  in tessuto, diversi da quelli a maglia	14.19.2	Indumenti per neonati, altri indumenti ed altri accessori di abbigliamento, diversi da quelli a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.22.30	Combinazioni da sci tipo tuta ed insiemi da sci	14.19.22	14.19.22	Tute  sportive,  combinazioni  da  sci  tipo  tuta  e  completi  da  sci,  costumi,  mutandine  e  slip  da  bagno;  altri  indumenti  in tessuto, diversi da quelli a maglia	14.19.2	Indumenti per neonati, altri indumenti ed altri accessori di abbigliamento, diversi da quelli a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.22.40	Costumi da bagno da uomo o ragazzo (non di materie tessili a maglia)	14.19.22	14.19.22	Tute  sportive,  combinazioni  da  sci  tipo  tuta  e  completi  da  sci,  costumi,  mutandine  e  slip  da  bagno;  altri  indumenti  in tessuto, diversi da quelli a maglia	14.19.2	Indumenti per neonati, altri indumenti ed altri accessori di abbigliamento, diversi da quelli a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.22.50	Costumi da bagno da donna o ragazza (non di materie tessili a maglia)	14.19.22	14.19.22	Tute  sportive,  combinazioni  da  sci  tipo  tuta  e  completi  da  sci,  costumi,  mutandine  e  slip  da  bagno;  altri  indumenti  in tessuto, diversi da quelli a maglia	14.19.2	Indumenti per neonati, altri indumenti ed altri accessori di abbigliamento, diversi da quelli a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.23.10	Fazzoletti da naso e da taschino	14.19.23	14.19.23	Fazzoletti, scialli, sciarpe, veli e velette, cravatte, guanti ed altri accessori di abbigliamento confezionati; parti di indumenti e accessori di abbigliamento, diversi da quelli a maglia, n.c.a.	14.19.2	Indumenti per neonati, altri indumenti ed altri accessori di abbigliamento, diversi da quelli a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.23.33	Scialli, sciarpe, sciarpette, mantiglie, veli e articoli simili (non di seta o cascami di seta, non a maglia)	14.19.23	14.19.23	Fazzoletti, scialli, sciarpe, veli e velette, cravatte, guanti ed altri accessori di abbigliamento confezionati; parti di indumenti e accessori di abbigliamento, diversi da quelli a maglia, n.c.a.	14.19.2	Indumenti per neonati, altri indumenti ed altri accessori di abbigliamento, diversi da quelli a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.23.38	Scialli, sciarpe, sciarpette, mantiglie, veli e articoli simili di seta o cascami di seta (non a maglia)	14.19.23	14.19.23	Fazzoletti, scialli, sciarpe, veli e velette, cravatte, guanti ed altri accessori di abbigliamento confezionati; parti di indumenti e accessori di abbigliamento, diversi da quelli a maglia, n.c.a.	14.19.2	Indumenti per neonati, altri indumenti ed altri accessori di abbigliamento, diversi da quelli a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.23.53	Cravatte, farfallini e fazzoletti da collo (non di seta o cascami di seta, non a maglia)	14.19.23	14.19.23	Fazzoletti, scialli, sciarpe, veli e velette, cravatte, guanti ed altri accessori di abbigliamento confezionati; parti di indumenti e accessori di abbigliamento, diversi da quelli a maglia, n.c.a.	14.19.2	Indumenti per neonati, altri indumenti ed altri accessori di abbigliamento, diversi da quelli a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.23.58	Cravatte, farfallini e fazzoletti da collo di seta o cascami di seta (non a maglia)	14.19.23	14.19.23	Fazzoletti, scialli, sciarpe, veli e velette, cravatte, guanti ed altri accessori di abbigliamento confezionati; parti di indumenti e accessori di abbigliamento, diversi da quelli a maglia, n.c.a.	14.19.2	Indumenti per neonati, altri indumenti ed altri accessori di abbigliamento, diversi da quelli a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.23.70	Guanti, muffole e mezzi guanti (non a maglia)	14.19.23	14.19.23	Fazzoletti, scialli, sciarpe, veli e velette, cravatte, guanti ed altri accessori di abbigliamento confezionati; parti di indumenti e accessori di abbigliamento, diversi da quelli a maglia, n.c.a.	14.19.2	Indumenti per neonati, altri indumenti ed altri accessori di abbigliamento, diversi da quelli a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.23.96	Accessori per abbigliamento di materie tessili (scialli, sciarpe, sciarpette, mantiglie e veli, cravatte, farfallini, fazzoletti da collo, guanti, muffole e mezzi guanti esclusi, non a maglia)	14.19.23	14.19.23	Fazzoletti, scialli, sciarpe, veli e velette, cravatte, guanti ed altri accessori di abbigliamento confezionati; parti di indumenti e accessori di abbigliamento, diversi da quelli a maglia, n.c.a.	14.19.2	Indumenti per neonati, altri indumenti ed altri accessori di abbigliamento, diversi da quelli a maglia	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
14.19.31.75	Guanti, muffole e mezzi guanti di pelle o cuoio artificiale (non per sport, non per ogni tipo di lavoro)	14.19.31	14.19.31	Accessori di abbigliamento di cuoio o di pelli, naturali o ricostituiti, esclusi guanti per sport	14.19.3	Accessori  di  abbigliamento  di  cuoio;  indumenti  confezionati  in  feltro  o  tessuto  non  tessuto;  indumenti  confezionati  in tessuti rivestiti	14.19	Altri articoli di abbigliamento e accessori	14.1	Articoli di abbigliamento, esclusi gli articoli in pelliccia	14	Articoli di abbigliamento	C	PRODOTTI TRASFORMATI E MANUFATTI
